"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/api/cart/add/anonymous-34468/C3P0/1",1,0,800,800,800,800,112,0.00
"GET","/api/cart/add/anonymous-34468/R2D2/1",1,0,22,22,22,22,164,0.00
"GET","/api/cart/add/anonymous-34469/HHGTTG/1",1,0,78,78,78,78,96,0.00
"GET","/api/cart/add/anonymous-34469/R2D2/1",1,0,750,752,752,752,181,0.00
"GET","/api/cart/add/anonymous-34470/HHGTTG/1",1,0,120,116,116,116,169,0.00
"GET","/api/cart/add/anonymous-34470/ROB-1/1",1,0,78,78,78,78,103,0.00
"GET","/api/cart/add/anonymous-34471/STAN-1/1",2,0,26,310,26,594,111,0.01
"GET","/api/cart/add/anonymous-34472/EVE-1/1",1,0,780,779,779,779,180,0.00
"GET","/api/cart/add/anonymous-34472/HAL-1/1",1,0,35,35,35,35,102,0.00
"GET","/api/cart/add/anonymous-34473/HAL-1/1",1,0,62,62,62,62,102,0.00
"GET","/api/cart/add/anonymous-34473/ROB-1/1",1,0,31,31,31,31,171,0.00
"GET","/api/cart/add/anonymous-34474/EVE-1/1",1,0,25,25,25,25,113,0.00
"GET","/api/cart/add/anonymous-34474/HAL-1/1",1,0,64,64,64,64,180,0.00
"GET","/api/cart/add/anonymous-34475/EVE-1/1",1,0,770,766,766,766,179,0.00
"GET","/api/cart/add/anonymous-34475/HHGTTG/1",1,0,38,38,38,38,96,0.00
"GET","/api/cart/add/anonymous-34476/HAL-1/1",1,0,35,35,35,35,102,0.00
"GET","/api/cart/add/anonymous-34476/R2D2/1",1,0,23,23,23,23,179,0.00
"GET","/api/cart/add/anonymous-34477/HAL-1/1",1,0,96,96,96,96,102,0.00
"GET","/api/cart/add/anonymous-34477/RD-10/1",1,0,610,611,611,611,181,0.00
"GET","/api/cart/add/anonymous-34478/C3P0/1",1,0,71,71,71,71,112,0.00
"GET","/api/cart/add/anonymous-34478/ROB-1/1",1,0,780,779,779,779,181,0.00
"GET","/api/cart/add/anonymous-34479/HAL-1/1",1,0,52,52,52,52,102,0.00
"GET","/api/cart/add/anonymous-34479/RD-10/1",1,0,32,32,32,32,181,0.00
"GET","/api/cart/add/anonymous-34480/EVE-1/1",1,0,780,777,777,777,113,0.00
"GET","/api/cart/add/anonymous-34480/K9/1",1,0,190,187,187,187,173,0.00
"GET","/api/cart/add/anonymous-34481/HHGTTG/1",1,0,82,82,82,82,96,0.00
"GET","/api/cart/add/anonymous-34481/R2D2/1",1,0,24,24,24,24,181,0.00
"GET","/api/cart/add/anonymous-34482/EVE-1/1",1,0,740,742,742,742,178,0.00
"GET","/api/cart/add/anonymous-34482/STAN-1/1",1,0,75,75,75,75,110,0.00
"GET","/api/cart/add/anonymous-34483/STAN-1/1",2,0,83,414,83,745,111,0.01
"GET","/api/cart/add/anonymous-34484/K9/1",1,0,29,29,29,29,176,0.00
"GET","/api/cart/add/anonymous-34484/RD-10/1",1,0,66,66,66,66,115,0.00
"GET","/api/cart/add/anonymous-34485/EVE-1/1",1,0,70,70,70,70,178,0.00
"GET","/api/cart/add/anonymous-34485/STAN-1/1",1,0,97,97,97,97,110,0.00
"GET","/api/cart/add/anonymous-34486/ROB-1/1",1,0,770,774,774,774,103,0.00
"GET","/api/cart/add/anonymous-34486/STAN-1/1",1,0,23,23,23,23,182,0.00
"GET","/api/cart/add/anonymous-34487/EVE-1/1",1,0,780,781,781,781,113,0.00
"GET","/api/cart/add/anonymous-34487/R2D2/1",1,0,180,182,182,182,180,0.00
"GET","/api/cart/add/anonymous-34488/HAL-1/1",1,0,71,71,71,71,181,0.00
"GET","/api/cart/add/anonymous-34488/RD-10/1",1,0,130,131,131,131,115,0.00
"GET","/api/cart/add/anonymous-34489/R2D2/1",2,0,37,86,37,135,114,0.01
"GET","/api/cart/add/anonymous-34490/HHGTTG/1",1,0,770,768,768,768,96,0.00
"GET","/api/cart/add/anonymous-34490/STAN-1/1",1,0,51,51,51,51,177,0.00
"GET","/api/cart/add/anonymous-34491/C3P0/1",1,0,670,665,665,665,180,0.00
"GET","/api/cart/add/anonymous-34491/RD-10/1",1,0,140,138,138,138,115,0.00
"GET","/api/cart/add/anonymous-34492/ROB-1/1",1,0,640,637,637,637,103,0.00
"GET","/api/cart/add/anonymous-34492/STAN-1/1",1,0,190,189,189,189,182,0.00
"GET","/api/cart/add/anonymous-34493/RD-10/1",2,0,140,401,140,662,116,0.01
"GET","/api/cart/add/anonymous-34494/ROB-1/1",2,0,120,207,116,297,103,0.01
"GET","/api/cart/add/anonymous-34495/R2D2/1",1,0,680,677,677,677,179,0.00
"GET","/api/cart/add/anonymous-34495/STAN-1/1",1,0,160,159,159,159,110,0.00
"GET","/api/cart/add/anonymous-34496/HHGTTG/1",1,0,180,177,177,177,96,0.00
"GET","/api/cart/add/anonymous-34496/RD-10/1",1,0,680,682,682,682,181,0.00
"GET","/api/cart/add/anonymous-34497/HAL-1/1",1,0,770,767,767,767,171,0.00
"GET","/api/cart/add/anonymous-34497/ROB-1/1",1,0,230,234,234,234,103,0.00
"GET","/api/cart/add/anonymous-34498/K9/1",1,0,65,65,65,65,176,0.00
"GET","/api/cart/add/anonymous-34498/RD-10/1",1,0,250,245,245,245,115,0.00
"GET","/api/cart/add/anonymous-34499/HHGTTG/1",2,0,32,337,32,641,96,0.01
"GET","/api/cart/add/anonymous-34500/EVE-1/1",1,0,24,24,24,24,167,0.00
"GET","/api/cart/add/anonymous-34500/RD-10/1",1,0,170,165,165,165,115,0.00
"GET","/api/cart/add/anonymous-34501/HAL-1/1",1,0,56,56,56,56,181,0.00
"GET","/api/cart/add/anonymous-34501/RD-10/1",1,0,810,813,813,813,115,0.00
"GET","/api/cart/add/anonymous-34502/R2D2/1",1,0,670,673,673,673,184,0.00
"GET","/api/cart/add/anonymous-34502/ROB-1/1",1,0,160,155,155,155,103,0.00
"GET","/api/cart/add/anonymous-34503/HAL-1/1",1,0,220,223,223,223,102,0.00
"GET","/api/cart/add/anonymous-34503/ROB-1/1",1,0,760,762,762,762,171,0.00
"GET","/api/cart/add/anonymous-34504/EVE-1/1",1,0,800,803,803,803,113,0.00
"GET","/api/cart/add/anonymous-34504/HAL-1/1",1,0,51,51,51,51,180,0.00
"GET","/api/cart/add/anonymous-34505/EVE-1/1",1,0,770,766,766,766,179,0.00
"GET","/api/cart/add/anonymous-34505/HHGTTG/1",1,0,110,114,114,114,96,0.00
"GET","/api/cart/add/anonymous-34506/K9/1",1,0,200,195,195,195,92,0.00
"GET","/api/cart/add/anonymous-34506/RD-10/1",1,0,890,892,892,892,176,0.00
"GET","/api/cart/add/anonymous-34507/EVE-1/1",1,0,110,113,113,113,113,0.00
"GET","/api/cart/add/anonymous-34507/K9/1",1,0,760,758,758,758,173,0.00
"GET","/api/cart/add/anonymous-34508/HHGTTG/1",2,0,55,355,55,654,96,0.01
"GET","/api/cart/add/anonymous-34509/HHGTTG/1",1,0,160,155,155,155,181,0.00
"GET","/api/cart/add/anonymous-34509/RD-10/1",1,0,88,88,88,88,115,0.00
"GET","/api/cart/add/anonymous-34510/RD-10/1",1,0,130,125,125,125,115,0.00
"GET","/api/cart/add/anonymous-34510/STAN-1/1",1,0,22,22,22,22,164,0.00
"GET","/api/cart/add/anonymous-34511/STAN-1/1",2,0,190,440,193,687,111,0.01
"GET","/api/cart/add/anonymous-34512/C3P0/1",1,0,670,665,665,665,112,0.00
"GET","/api/cart/add/anonymous-34512/ROB-1/1",1,0,110,114,114,114,181,0.00
"GET","/api/cart/add/anonymous-34513/RD-10/1",1,0,790,785,785,785,115,0.00
"GET","/api/cart/add/anonymous-34513/ROB-1/1",1,0,73,73,73,73,184,0.00
"GET","/api/cart/add/anonymous-34514/R2D2/1",1,0,650,652,652,652,167,0.00
"GET","/api/cart/add/anonymous-34514/RD-10/1",1,0,130,128,128,128,115,0.00
"GET","/api/cart/add/anonymous-34515/EVE-1/1",1,0,74,74,74,74,179,0.00
"GET","/api/cart/add/anonymous-34515/HHGTTG/1",1,0,790,794,794,794,96,0.00
"GET","/api/cart/add/anonymous-34516/HAL-1/1",1,0,71,71,71,71,171,0.00
"GET","/api/cart/add/anonymous-34516/ROB-1/1",1,0,800,803,803,803,103,0.00
"GET","/api/cart/add/anonymous-34517/STAN-1/1",2,0,130,393,125,660,111,0.01
"GET","/api/cart/add/anonymous-34518/C3P0/1",1,0,190,185,185,185,112,0.00
"GET","/api/cart/add/anonymous-34518/STAN-1/1",1,0,180,179,179,179,161,0.00
"GET","/api/cart/add/anonymous-34519/RD-10/1",2,0,48,468,48,887,116,0.01
"GET","/api/cart/add/anonymous-34520/R2D2/1",1,0,900,899,899,899,167,0.00
"GET","/api/cart/add/anonymous-34520/RD-10/1",1,0,110,113,113,113,115,0.00
"GET","/api/cart/add/anonymous-34521/C3P0/1",1,0,24,24,24,24,112,0.00
"GET","/api/cart/add/anonymous-34521/HHGTTG/1",1,0,54,54,54,54,178,0.00
"GET","/api/cart/add/anonymous-34522/C3P0/1",1,0,910,907,907,907,181,0.00
"GET","/api/cart/add/anonymous-34522/ROB-1/1",1,0,120,116,116,116,103,0.00
"GET","/api/cart/add/anonymous-34523/C3P0/1",1,0,750,750,750,750,112,0.00
"GET","/api/cart/add/anonymous-34523/ROB-1/1",1,0,160,164,164,164,181,0.00
"GET","/api/cart/add/anonymous-34524/HAL-1/1",2,0,160,460,160,759,101,0.01
"GET","/api/cart/add/anonymous-34525/HAL-1/1",1,0,890,893,893,893,162,0.00
"GET","/api/cart/add/anonymous-34525/K9/1",1,0,110,113,113,113,92,0.00
"GET","/api/cart/add/anonymous-34526/R2D2/1",1,0,870,867,867,867,167,0.00
"GET","/api/cart/add/anonymous-34526/RD-10/1",1,0,54,54,54,54,115,0.00
"GET","/api/cart/add/anonymous-34527/ROB-1/1",1,0,65,65,65,65,182,0.00
"GET","/api/cart/add/anonymous-34527/STAN-1/1",1,0,23,23,23,23,110,0.00
"GET","/api/cart/add/anonymous-34528/R2D2/1",1,0,24,24,24,24,184,0.00
"GET","/api/cart/add/anonymous-34528/ROB-1/1",1,0,210,209,209,209,103,0.00
"GET","/api/cart/add/anonymous-34529/R2D2/1",1,0,150,148,148,148,179,0.00
"GET","/api/cart/add/anonymous-34529/STAN-1/1",1,0,760,755,755,755,110,0.00
"GET","/api/cart/add/anonymous-34530/HAL-1/1",1,0,28,28,28,28,102,0.00
"GET","/api/cart/add/anonymous-34530/ROB-1/1",1,0,45,45,45,45,171,0.00
"GET","/api/cart/add/anonymous-34531/RD-10/1",1,0,770,770,770,770,184,0.00
"GET","/api/cart/add/anonymous-34531/ROB-1/1",1,0,23,23,23,23,103,0.00
"GET","/api/cart/add/anonymous-34532/EVE-1/1",1,0,23,23,23,23,179,0.00
"GET","/api/cart/add/anonymous-34532/HHGTTG/1",1,0,23,23,23,23,96,0.00
"GET","/api/cart/add/anonymous-34533/K9/1",1,0,21,21,21,21,163,0.00
"GET","/api/cart/add/anonymous-34533/ROB-1/1",1,0,23,23,23,23,103,0.00
"GET","/api/cart/add/anonymous-34534/HAL-1/1",1,0,26,26,26,26,102,0.00
"GET","/api/cart/add/anonymous-34534/HHGTTG/1",1,0,780,779,779,779,168,0.00
"GET","/api/cart/add/anonymous-34535/K9/1",1,0,46,46,46,46,92,0.00
"GET","/api/cart/add/anonymous-34535/ROB-1/1",1,0,970,968,968,968,163,0.00
"GET","/api/cart/add/anonymous-34536/K9/1",1,0,40,40,40,40,92,0.00
"GET","/api/cart/add/anonymous-34536/ROB-1/1",1,0,70,70,70,70,163,0.00
"GET","/api/cart/add/anonymous-34537/C3P0/1",1,0,960,964,964,964,112,0.00
"GET","/api/cart/add/anonymous-34537/ROB-1/1",1,0,140,143,143,143,181,0.00
"GET","/api/cart/add/anonymous-34538/HAL-1/1",1,0,77,77,77,77,181,0.00
"GET","/api/cart/add/anonymous-34538/RD-10/1",1,0,28,28,28,28,115,0.00
"GET","/api/cart/add/anonymous-34539/HHGTTG/1",1,0,200,198,198,198,96,0.00
"GET","/api/cart/add/anonymous-34539/STAN-1/1",1,0,22,22,22,22,177,0.00
"GET","/api/cart/add/anonymous-34540/HHGTTG/1",1,0,150,154,154,154,169,0.00
"GET","/api/cart/add/anonymous-34540/ROB-1/1",1,0,970,973,973,973,103,0.00
"GET","/api/cart/add/anonymous-34541/HAL-1/1",1,0,800,801,801,801,102,0.00
"GET","/api/cart/add/anonymous-34541/ROB-1/1",1,0,160,159,159,159,171,0.00
"GET","/api/cart/add/anonymous-34542/STAN-1/1",2,0,110,550,109,991,111,0.01
"GET","/api/cart/add/anonymous-34543/C3P0/1",1,0,200,204,204,204,112,0.00
"GET","/api/cart/add/anonymous-34543/HAL-1/1",1,0,870,872,872,872,178,0.00
"GET","/api/cart/add/anonymous-34544/HAL-1/1",1,0,110,109,109,109,102,0.00
"GET","/api/cart/add/anonymous-34544/R2D2/1",1,0,970,968,968,968,179,0.00
"GET","/api/cart/add/anonymous-34545/HHGTTG/1",1,0,46,46,46,46,96,0.00
"GET","/api/cart/add/anonymous-34545/RD-10/1",1,0,880,877,877,877,181,0.00
"GET","/api/cart/add/anonymous-34546/HAL-1/1",1,0,200,204,204,204,102,0.00
"GET","/api/cart/add/anonymous-34546/RD-10/1",1,0,55,55,55,55,181,0.00
"GET","/api/cart/add/anonymous-34547/HAL-1/1",1,0,33,33,33,33,102,0.00
"GET","/api/cart/add/anonymous-34547/K9/1",1,0,900,897,897,897,162,0.00
"GET","/api/cart/add/anonymous-34548/C3P0/1",1,0,800,800,800,800,112,0.00
"GET","/api/cart/add/anonymous-34548/HHGTTG/1",1,0,40,40,40,40,178,0.00
"GET","/api/cart/add/anonymous-34549/HHGTTG/1",1,0,870,865,865,865,181,0.00
"GET","/api/cart/add/anonymous-34549/R2D2/1",1,0,190,191,191,191,115,0.00
"GET","/api/cart/add/anonymous-34550/C3P0/1",1,0,970,968,968,968,180,0.00
"GET","/api/cart/add/anonymous-34550/RD-10/1",1,0,100,104,104,104,115,0.00
"GET","/api/cart/add/anonymous-34551/RD-10/1",2,0,82,480,82,878,116,0.01
"GET","/api/cart/add/anonymous-34552/R2D2/1",1,0,870,871,871,871,167,0.00
"GET","/api/cart/add/anonymous-34552/RD-10/1",1,0,190,194,194,194,115,0.00
"GET","/api/cart/add/anonymous-34553/HHGTTG/1",2,0,94,96,94,97,96,0.01
"GET","/api/cart/add/anonymous-34554/EVE-1/1",1,0,880,880,880,880,183,0.00
"GET","/api/cart/add/anonymous-34554/ROB-1/1",1,0,200,197,197,197,103,0.00
"GET","/api/cart/add/anonymous-34555/RD-10/1",1,0,86,86,86,86,164,0.00
"GET","/api/cart/add/anonymous-34555/STAN-1/1",1,0,870,866,866,866,110,0.00
"GET","/api/cart/add/anonymous-34556/HHGTTG/1",1,0,57,57,57,57,181,0.00
"GET","/api/cart/add/anonymous-34556/RD-10/1",1,0,190,190,190,190,115,0.00
"GET","/api/cart/add/anonymous-34557/HHGTTG/1",1,0,62,62,62,62,181,0.00
"GET","/api/cart/add/anonymous-34557/RD-10/1",1,0,220,224,224,224,115,0.00
"GET","/api/cart/add/anonymous-34558/EVE-1/1",1,0,56,56,56,56,178,0.00
"GET","/api/cart/add/anonymous-34558/STAN-1/1",1,0,210,213,213,213,110,0.00
"GET","/api/cart/add/anonymous-34559/HHGTTG/1",1,0,910,906,906,906,96,0.00
"GET","/api/cart/add/anonymous-34559/STAN-1/1",1,0,24,24,24,24,177,0.00
"GET","/api/cart/add/anonymous-34560/C3P0/1",1,0,130,132,132,132,112,0.00
"GET","/api/cart/add/anonymous-34560/HAL-1/1",1,0,860,863,863,863,178,0.00
"GET","/api/cart/add/anonymous-34561/K9/1",1,0,57,57,57,57,176,0.00
"GET","/api/cart/add/anonymous-34561/RD-10/1",1,0,160,162,162,162,115,0.00
"GET","/api/cart/add/anonymous-34562/EVE-1/1",1,0,690,693,693,693,113,0.00
"GET","/api/cart/add/anonymous-34562/STAN-1/1",1,0,44,44,44,44,178,0.00
"GET","/api/cart/add/anonymous-34563/C3P0/1",1,0,990,987,987,987,112,0.00
"GET","/api/cart/add/anonymous-34563/HHGTTG/1",1,0,54,54,54,54,178,0.00
"GET","/api/cart/add/anonymous-34564/R2D2/1",1,0,750,749,749,749,184,0.00
"GET","/api/cart/add/anonymous-34564/ROB-1/1",1,0,120,116,116,116,103,0.00
"GET","/api/cart/add/anonymous-34565/EVE-1/1",1,0,24,24,24,24,173,0.00
"GET","/api/cart/add/anonymous-34565/K9/1",1,0,190,192,192,192,92,0.00
"GET","/api/cart/add/anonymous-34566/C3P0/1",1,0,48,48,48,48,164,0.00
"GET","/api/cart/add/anonymous-34566/R2D2/1",1,0,98,98,98,98,115,0.00
"GET","/api/cart/add/anonymous-34567/ROB-1/1",2,0,28,455,28,881,103,0.01
"GET","/api/cart/add/anonymous-34568/EVE-1/1",1,0,45,45,45,45,179,0.00
"GET","/api/cart/add/anonymous-34568/HHGTTG/1",1,0,150,149,149,149,96,0.00
"GET","/api/cart/add/anonymous-34569/HAL-1/1",1,0,29,29,29,29,179,0.00
"GET","/api/cart/add/anonymous-34569/STAN-1/1",1,0,190,191,191,191,110,0.00
"GET","/api/cart/add/anonymous-34570/K9/1",1,0,150,153,153,153,163,0.00
"GET","/api/cart/add/anonymous-34570/ROB-1/1",1,0,56,56,56,56,103,0.00
"GET","/api/cart/add/anonymous-34571/STAN-1/1",2,0,98,477,98,857,111,0.01
"GET","/api/cart/add/anonymous-34572/C3P0/1",2,0,66,86,66,106,113,0.01
"GET","/api/cart/add/anonymous-34573/C3P0/1",1,0,130,133,133,133,112,0.00
"GET","/api/cart/add/anonymous-34573/EVE-1/1",1,0,920,918,918,918,164,0.00
"GET","/api/cart/add/anonymous-34574/C3P0/1",2,0,37,406,37,774,113,0.01
"GET","/api/cart/add/anonymous-34575/EVE-1/1",1,0,140,135,135,135,113,0.00
"GET","/api/cart/add/anonymous-34575/R2D2/1",1,0,920,918,918,918,180,0.00
"GET","/api/cart/add/anonymous-34576/HHGTTG/1",1,0,130,132,132,132,96,0.00
"GET","/api/cart/add/anonymous-34576/RD-10/1",1,0,920,921,921,921,181,0.00
"GET","/api/cart/add/anonymous-34577/C3P0/1",1,0,96,96,96,96,112,0.00
"GET","/api/cart/add/anonymous-34577/RD-10/1",1,0,22,22,22,22,180,0.00
"GET","/api/cart/add/anonymous-34578/HHGTTG/1",1,0,120,118,118,118,96,0.00
"GET","/api/cart/add/anonymous-34578/STAN-1/1",1,0,930,928,928,928,177,0.00
"GET","/api/cart/add/anonymous-34579/ROB-1/1",2,0,90,478,90,867,103,0.01
"GET","/api/cart/add/anonymous-34580/HHGTTG/1",1,0,73,73,73,73,181,0.00
"GET","/api/cart/add/anonymous-34580/RD-10/1",1,0,240,241,241,241,115,0.00
"GET","/api/cart/add/anonymous-34581/K9/1",1,0,66,66,66,66,172,0.00
"GET","/api/cart/add/anonymous-34581/STAN-1/1",1,0,23,23,23,23,110,0.00
"GET","/api/cart/add/anonymous-34582/EVE-1/1",1,0,23,23,23,23,167,0.00
"GET","/api/cart/add/anonymous-34582/RD-10/1",1,0,830,828,828,828,115,0.00
"GET","/api/cart/add/anonymous-34583/K9/1",1,0,45,45,45,45,92,0.00
"GET","/api/cart/add/anonymous-34583/ROB-1/1",1,0,50,50,50,50,163,0.00
"GET","/api/cart/add/anonymous-34584/RD-10/1",1,0,49,49,49,49,164,0.00
"GET","/api/cart/add/anonymous-34584/STAN-1/1",1,0,40,40,40,40,110,0.00
"GET","/api/cart/add/anonymous-34585/RD-10/1",1,0,100,101,101,101,115,0.00
"GET","/api/cart/add/anonymous-34585/ROB-1/1",1,0,23,23,23,23,184,0.00
"GET","/api/cart/add/anonymous-34586/C3P0/1",2,0,39,87,39,135,113,0.01
"GET","/api/cart/add/anonymous-34587/HHGTTG/1",1,0,940,938,938,938,96,0.00
"GET","/api/cart/add/anonymous-34587/STAN-1/1",1,0,99,99,99,99,177,0.00
"GET","/api/cart/add/anonymous-34588/K9/1",1,0,36,36,36,36,92,0.00
"GET","/api/cart/add/anonymous-34588/R2D2/1",1,0,830,826,826,826,175,0.00
"GET","/api/cart/add/anonymous-34589/EVE-1/1",1,0,81,81,81,81,173,0.00
"GET","/api/cart/add/anonymous-34589/K9/1",1,0,32,32,32,32,92,0.00
"GET","/api/cart/add/anonymous-34590/K9/1",1,0,88,88,88,88,92,0.00
"GET","/api/cart/add/anonymous-34590/RD-10/1",1,0,120,124,124,124,176,0.00
"GET","/api/cart/add/anonymous-34591/HAL-1/1",1,0,740,738,738,738,102,0.00
"GET","/api/cart/add/anonymous-34591/R2D2/1",1,0,110,109,109,109,179,0.00
"GET","/api/cart/add/anonymous-34592/HAL-1/1",1,0,97,97,97,97,102,0.00
"GET","/api/cart/add/anonymous-34592/K9/1",1,0,760,758,758,758,162,0.00
"GET","/api/cart/add/anonymous-34593/RD-10/1",1,0,67,67,67,67,115,0.00
"GET","/api/cart/add/anonymous-34593/STAN-1/1",1,0,780,775,775,775,164,0.00
"GET","/api/cart/add/anonymous-34594/ROB-1/1",1,0,38,38,38,38,182,0.00
"GET","/api/cart/add/anonymous-34594/STAN-1/1",1,0,65,65,65,65,110,0.00
"GET","/api/cart/add/anonymous-34595/HHGTTG/1",1,0,60,60,60,60,96,0.00
"GET","/api/cart/add/anonymous-34595/STAN-1/1",1,0,750,751,751,751,177,0.00
"GET","/api/cart/add/anonymous-34596/HAL-1/1",1,0,39,39,39,39,162,0.00
"GET","/api/cart/add/anonymous-34596/K9/1",1,0,760,758,758,758,92,0.00
"GET","/api/cart/add/anonymous-34597/EVE-1/1",1,0,760,761,761,761,113,0.00
"GET","/api/cart/add/anonymous-34597/K9/1",1,0,38,38,38,38,173,0.00
"GET","/api/cart/add/anonymous-34598/HAL-1/1",1,0,49,49,49,49,162,0.00
"GET","/api/cart/add/anonymous-34598/K9/1",1,0,760,755,755,755,92,0.00
"GET","/api/cart/add/anonymous-34599/R2D2/1",2,0,25,26,25,27,114,0.01
"GET","/api/cart/add/anonymous-34600/HAL-1/1",1,0,670,672,672,672,181,0.00
"GET","/api/cart/add/anonymous-34600/RD-10/1",1,0,20,20,20,20,115,0.00
"GET","/api/cart/add/anonymous-34601/C3P0/1",1,0,700,695,695,695,112,0.00
"GET","/api/cart/add/anonymous-34601/HAL-1/1",1,0,140,140,140,140,178,0.00
"GET","/api/cart/add/anonymous-34602/HHGTTG/1",1,0,700,699,699,699,96,0.00
"GET","/api/cart/add/anonymous-34602/STAN-1/1",1,0,140,140,140,140,177,0.00
"GET","/api/cart/add/anonymous-34603/EVE-1/1",1,0,24,24,24,24,113,0.00
"GET","/api/cart/add/anonymous-34603/ROB-1/1",1,0,60,60,60,60,183,0.00
"GET","/api/cart/add/anonymous-34604/HAL-1/1",1,0,24,24,24,24,102,0.00
"GET","/api/cart/add/anonymous-34604/R2D2/1",1,0,590,594,594,594,179,0.00
"GET","/api/cart/add/anonymous-34605/R2D2/1",1,0,25,25,25,25,115,0.00
"GET","/api/cart/add/anonymous-34605/STAN-1/1",1,0,580,584,584,584,179,0.00
"GET","/api/cart/add/anonymous-34606/EVE-1/1",1,0,97,97,97,97,180,0.00
"GET","/api/cart/add/anonymous-34606/HAL-1/1",1,0,110,114,114,114,102,0.00
"GET","/api/cart/add/anonymous-34607/ROB-1/1",1,0,63,63,63,63,103,0.00
"GET","/api/cart/add/anonymous-34607/STAN-1/1",1,0,26,26,26,26,182,0.00
"GET","/api/cart/add/anonymous-34608/HAL-1/1",2,0,22,284,22,546,101,0.01
"GET","/api/cart/add/anonymous-34609/K9/1",1,0,530,530,530,530,175,0.00
"GET","/api/cart/add/anonymous-34609/R2D2/1",1,0,84,84,84,84,115,0.00
"GET","/api/cart/add/anonymous-34610/C3P0/1",1,0,23,23,23,23,112,0.00
"GET","/api/cart/add/anonymous-34610/HAL-1/1",1,0,61,61,61,61,178,0.00
"GET","/api/cart/add/anonymous-34611/EVE-1/1",1,0,25,25,25,25,113,0.00
"GET","/api/cart/add/anonymous-34611/RD-10/1",1,0,32,32,32,32,167,0.00
"GET","/api/cart/add/anonymous-34612/K9/1",1,0,26,26,26,26,172,0.00
"GET","/api/cart/add/anonymous-34612/STAN-1/1",1,0,46,46,46,46,110,0.00
"GET","/api/cart/add/anonymous-34613/HAL-1/1",1,0,24,24,24,24,102,0.00
"GET","/api/cart/add/anonymous-34613/RD-10/1",1,0,400,403,403,403,181,0.00
"GET","/api/cart/add/anonymous-34614/RD-10/1",1,0,20,20,20,20,164,0.00
"GET","/api/cart/add/anonymous-34614/STAN-1/1",1,0,120,123,123,123,110,0.00
"GET","/api/cart/add/anonymous-34615/K9/1",1,0,380,384,384,384,172,0.00
"GET","/api/cart/add/anonymous-34615/STAN-1/1",1,0,23,23,23,23,110,0.00
"GET","/api/cart/add/anonymous-34616/HHGTTG/1",1,0,21,21,21,21,96,0.00
"GET","/api/cart/add/anonymous-34616/RD-10/1",1,0,44,44,44,44,181,0.00
"GET","/api/cart/add/anonymous-34617/K9/1",1,0,51,51,51,51,175,0.00
"GET","/api/cart/add/anonymous-34617/R2D2/1",1,0,320,321,321,321,115,0.00
"GET","/api/cart/add/anonymous-34618/C3P0/1",1,0,62,62,62,62,112,0.00
"GET","/api/cart/add/anonymous-34618/RD-10/1",1,0,65,65,65,65,180,0.00
"GET","/api/cart/add/anonymous-34619/EVE-1/1",1,0,190,193,193,193,167,0.00
"GET","/api/cart/add/anonymous-34619/RD-10/1",1,0,260,258,258,258,115,0.00
"GET","/api/cart/add/anonymous-34620/EVE-1/1",1,0,220,218,218,218,180,0.00
"GET","/api/cart/add/anonymous-34620/R2D2/1",1,0,81,81,81,81,115,0.00
"GET","/api/cart/add/anonymous-34621/K9/1",1,0,62,62,62,62,176,0.00
"GET","/api/cart/add/anonymous-34621/RD-10/1",1,0,54,54,54,54,115,0.00
"GET","/api/cart/add/anonymous-34622/HAL-1/1",1,0,68,68,68,68,102,0.00
"GET","/api/cart/add/anonymous-34622/K9/1",1,0,110,111,111,111,162,0.00
"GET","/api/cart/add/anonymous-34623/HHGTTG/1",1,0,160,164,164,164,96,0.00
"GET","/api/cart/add/anonymous-34623/ROB-1/1",1,0,25,25,25,25,169,0.00
"GET","/api/cart/add/anonymous-34624/HHGTTG/1",1,0,23,23,23,23,96,0.00
"GET","/api/cart/add/anonymous-34624/RD-10/1",1,0,23,23,23,23,181,0.00
"GET","/api/cart/add/anonymous-34625/HAL-1/1",1,0,27,27,27,27,102,0.00
"GET","/api/cart/add/anonymous-34625/K9/1",1,0,22,22,22,22,162,0.00
"GET","/api/cart/add/anonymous-34626/R2D2/1",1,0,84,84,84,84,167,0.00
"GET","/api/cart/add/anonymous-34626/RD-10/1",1,0,26,26,26,26,115,0.00
"GET","/api/cart/add/anonymous-34627/HAL-1/1",1,0,26,26,26,26,168,0.00
"GET","/api/cart/add/anonymous-34627/HHGTTG/1",1,0,21,21,21,21,96,0.00
"GET","/api/cart/add/anonymous-34628/C3P0/1",1,0,21,21,21,21,164,0.00
"GET","/api/cart/add/anonymous-34628/EVE-1/1",1,0,22,22,22,22,113,0.00
"GET","/api/cart/add/anonymous-34629/K9/1",1,0,69,69,69,69,176,0.00
"GET","/api/cart/add/anonymous-34629/RD-10/1",1,0,21,21,21,21,115,0.00
"GET","/api/cart/add/anonymous-34630/RD-10/1",1,0,73,73,73,73,115,0.00
"GET","/api/cart/add/anonymous-34630/STAN-1/1",1,0,81,81,81,81,164,0.00
"GET","/api/cart/add/anonymous-34631/EVE-1/1",1,0,83,83,83,83,180,0.00
"GET","/api/cart/add/anonymous-34631/R2D2/1",1,0,50,50,50,50,115,0.00
