"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/api/cart/add/anonymous-34632/HAL-1/1",1,0,23,23,23,23,102,0.00
"GET","/api/cart/add/anonymous-34632/RD-10/1",1,0,21,21,21,21,181,0.00
"GET","/api/cart/add/anonymous-34633/EVE-1/1",1,0,78,78,78,78,113,0.00
"GET","/api/cart/add/anonymous-34633/HAL-1/1",1,0,96,96,96,96,180,0.00
"GET","/api/cart/add/anonymous-34634/ROB-1/1",2,0,40,48,40,56,103,0.01
"GET","/api/cart/add/anonymous-34635/C3P0/1",1,0,81,81,81,81,112,0.00
"GET","/api/cart/add/anonymous-34635/RD-10/1",1,0,67,67,67,67,180,0.00
"GET","/api/cart/add/anonymous-34636/EVE-1/1",1,0,46,46,46,46,113,0.00
"GET","/api/cart/add/anonymous-34636/R2D2/1",1,0,33,33,33,33,180,0.00
"GET","/api/cart/add/anonymous-34637/HAL-1/1",1,0,89,89,89,89,179,0.00
"GET","/api/cart/add/anonymous-34637/R2D2/1",1,0,41,41,41,41,115,0.00
"GET","/api/cart/add/anonymous-34638/HHGTTG/1",1,0,72,72,72,72,181,0.00
"GET","/api/cart/add/anonymous-34638/RD-10/1",1,0,66,66,66,66,115,0.00
"GET","/api/cart/add/anonymous-34639/C3P0/1",1,0,120,120,120,120,178,0.00
"GET","/api/cart/add/anonymous-34639/HAL-1/1",1,0,26,26,26,26,102,0.00
"GET","/api/cart/add/anonymous-34640/HAL-1/1",1,0,86,86,86,86,171,0.00
"GET","/api/cart/add/anonymous-34640/ROB-1/1",1,0,25,25,25,25,103,0.00
"GET","/api/cart/add/anonymous-34641/EVE-1/1",1,0,23,23,23,23,113,0.00
"GET","/api/cart/add/anonymous-34641/R2D2/1",1,0,24,24,24,24,180,0.00
"GET","/api/cart/add/anonymous-34642/HAL-1/1",2,0,23,56,23,88,101,0.01
"GET","/api/cart/add/anonymous-34643/C3P0/1",1,0,70,70,70,70,164,0.00
"GET","/api/cart/add/anonymous-34643/R2D2/1",1,0,23,23,23,23,115,0.00
"GET","/api/cart/add/anonymous-34644/C3P0/1",2,0,25,50,25,76,113,0.01
"GET","/api/cart/add/anonymous-34645/EVE-1/1",1,0,24,24,24,24,113,0.00
"GET","/api/cart/add/anonymous-34645/HAL-1/1",1,0,22,22,22,22,180,0.00
"GET","/api/cart/add/anonymous-34646/R2D2/1",1,0,27,27,27,27,115,0.00
"GET","/api/cart/add/anonymous-34646/ROB-1/1",1,0,160,164,164,164,184,0.00
"GET","/api/cart/add/anonymous-34647/HHGTTG/1",1,0,78,78,78,78,96,0.00
"GET","/api/cart/add/anonymous-34647/ROB-1/1",1,0,29,29,29,29,169,0.00
"GET","/api/cart/add/anonymous-34648/HAL-1/1",1,0,24,24,24,24,102,0.00
"GET","/api/cart/add/anonymous-34648/RD-10/1",1,0,23,23,23,23,181,0.00
"GET","/api/cart/add/anonymous-34649/C3P0/1",2,0,25,27,25,29,113,0.01
"GET","/api/cart/add/anonymous-34650/HHGTTG/1",1,0,22,22,22,22,96,0.00
"GET","/api/cart/add/anonymous-34650/RD-10/1",1,0,22,22,22,22,181,0.00
"GET","/api/cart/add/anonymous-34651/C3P0/1",1,0,28,28,28,28,164,0.00
"GET","/api/cart/add/anonymous-34651/R2D2/1",1,0,27,27,27,27,115,0.00
"GET","/api/cart/add/anonymous-34652/HHGTTG/1",1,0,26,26,26,26,96,0.00
"GET","/api/cart/add/anonymous-34652/K9/1",1,0,23,23,23,23,158,0.00
"GET","/api/cart/add/anonymous-34653/HHGTTG/1",1,0,23,23,23,23,96,0.00
"GET","/api/cart/add/anonymous-34653/K9/1",1,0,73,73,73,73,158,0.00
"GET","/api/cart/add/anonymous-34654/R2D2/1",1,0,120,123,123,123,179,0.00
"GET","/api/cart/add/anonymous-34654/STAN-1/1",1,0,120,116,116,116,110,0.00
"GET","/api/cart/add/anonymous-34655/HAL-1/1",1,0,120,116,116,116,171,0.00
"GET","/api/cart/add/anonymous-34655/ROB-1/1",1,0,87,87,87,87,103,0.00
"GET","/api/cart/add/anonymous-34656/HHGTTG/1",2,0,25,51,25,77,96,0.01
"GET","/api/cart/add/anonymous-34657/EVE-1/1",1,0,150,152,152,152,113,0.00
"GET","/api/cart/add/anonymous-34657/RD-10/1",1,0,94,94,94,94,167,0.00
"GET","/api/cart/add/anonymous-34658/K9/1",1,0,22,22,22,22,175,0.00
"GET","/api/cart/add/anonymous-34658/R2D2/1",1,0,110,110,110,110,115,0.00
"GET","/api/cart/add/anonymous-34659/C3P0/1",1,0,72,72,72,72,161,0.00
"GET","/api/cart/add/anonymous-34659/STAN-1/1",1,0,21,21,21,21,110,0.00
"GET","/api/cart/add/anonymous-34660/C3P0/1",1,0,21,21,21,21,112,0.00
"GET","/api/cart/add/anonymous-34660/K9/1",1,0,130,125,125,125,173,0.00
"GET","/api/cart/add/anonymous-34661/C3P0/1",1,0,21,21,21,21,112,0.00
"GET","/api/cart/add/anonymous-34661/RD-10/1",1,0,23,23,23,23,180,0.00
"GET","/api/cart/add/anonymous-34662/EVE-1/1",1,0,95,95,95,95,180,0.00
"GET","/api/cart/add/anonymous-34662/R2D2/1",1,0,20,20,20,20,115,0.00
"GET","/api/cart/add/anonymous-34663/RD-10/1",1,0,99,99,99,99,115,0.00
"GET","/api/cart/add/anonymous-34663/STAN-1/1",1,0,24,24,24,24,164,0.00
"GET","/api/cart/add/anonymous-34664/C3P0/1",1,0,44,44,44,44,180,0.00
"GET","/api/cart/add/anonymous-34664/RD-10/1",1,0,41,41,41,41,115,0.00
"GET","/api/cart/add/anonymous-34665/R2D2/1",1,0,83,83,83,83,115,0.00
"GET","/api/cart/add/anonymous-34665/RD-10/1",1,0,84,84,84,84,167,0.00
"GET","/api/cart/add/anonymous-34666/HAL-1/1",1,0,23,23,23,23,179,0.00
"GET","/api/cart/add/anonymous-34666/R2D2/1",1,0,22,22,22,22,115,0.00
"GET","/api/cart/add/anonymous-34667/EVE-1/1",1,0,110,105,105,105,113,0.00
"GET","/api/cart/add/anonymous-34667/HHGTTG/1",1,0,22,22,22,22,179,0.00
"GET","/api/cart/add/anonymous-34668/HAL-1/1",1,0,27,27,27,27,168,0.00
"GET","/api/cart/add/anonymous-34668/HHGTTG/1",1,0,130,126,126,126,96,0.00
"GET","/api/cart/add/anonymous-34669/HHGTTG/1",1,0,28,28,28,28,96,0.00
"GET","/api/cart/add/anonymous-34669/ROB-1/1",1,0,63,63,63,63,169,0.00
"GET","/api/cart/add/anonymous-34670/RD-10/1",1,0,73,73,73,73,115,0.00
"GET","/api/cart/add/anonymous-34670/ROB-1/1",1,0,160,160,160,160,184,0.00
"GET","/api/cart/add/anonymous-34671/RD-10/1",1,0,55,55,55,55,164,0.00
"GET","/api/cart/add/anonymous-34671/STAN-1/1",1,0,53,53,53,53,110,0.00
"GET","/api/cart/add/anonymous-34672/K9/1",1,0,21,21,21,21,163,0.00
"GET","/api/cart/add/anonymous-34672/ROB-1/1",1,0,85,85,85,85,103,0.00
"GET","/api/cart/add/anonymous-34673/HHGTTG/1",1,0,24,24,24,24,96,0.00
"GET","/api/cart/add/anonymous-34673/R2D2/1",1,0,23,23,23,23,181,0.00
"GET","/api/cart/add/anonymous-34674/HAL-1/1",1,0,22,22,22,22,102,0.00
"GET","/api/cart/add/anonymous-34674/R2D2/1",1,0,66,66,66,66,179,0.00
"GET","/api/cart/add/anonymous-34675/K9/1",1,0,67,67,67,67,175,0.00
"GET","/api/cart/add/anonymous-34675/R2D2/1",1,0,110,106,106,106,115,0.00
"GET","/api/cart/add/anonymous-34676/HAL-1/1",1,0,91,91,91,91,171,0.00
"GET","/api/cart/add/anonymous-34676/ROB-1/1",1,0,40,40,40,40,103,0.00
"GET","/api/cart/add/anonymous-34677/C3P0/1",1,0,39,39,39,39,180,0.00
"GET","/api/cart/add/anonymous-34677/RD-10/1",1,0,150,150,150,150,115,0.00
"GET","/api/cart/add/anonymous-34678/C3P0/1",1,0,53,53,53,53,173,0.00
"GET","/api/cart/add/anonymous-34678/K9/1",1,0,140,136,136,136,92,0.00
"GET","/api/cart/add/anonymous-34679/C3P0/1",2,0,44,46,44,49,113,0.01
"GET","/api/cart/add/anonymous-34680/HHGTTG/1",1,0,79,79,79,79,96,0.00
"GET","/api/cart/add/anonymous-34680/STAN-1/1",1,0,57,57,57,57,177,0.00
"GET","/api/cart/add/anonymous-34681/EVE-1/1",1,0,91,91,91,91,173,0.00
"GET","/api/cart/add/anonymous-34681/K9/1",1,0,70,70,70,70,92,0.00
"GET","/api/cart/add/anonymous-34682/ROB-1/1",1,0,100,101,101,101,103,0.00
"GET","/api/cart/add/anonymous-34682/STAN-1/1",1,0,54,54,54,54,182,0.00
"GET","/api/cart/add/anonymous-34683/K9/1",1,0,35,35,35,35,172,0.00
"GET","/api/cart/add/anonymous-34683/STAN-1/1",1,0,22,22,22,22,110,0.00
"GET","/api/cart/add/anonymous-34684/HHGTTG/1",1,0,23,23,23,23,177,0.00
"GET","/api/cart/add/anonymous-34684/STAN-1/1",1,0,22,22,22,22,110,0.00
"GET","/api/cart/add/anonymous-34685/HHGTTG/1",1,0,24,24,24,24,96,0.00
"GET","/api/cart/add/anonymous-34685/K9/1",1,0,51,51,51,51,158,0.00
"GET","/api/cart/add/anonymous-34686/EVE-1/1",1,0,24,24,24,24,113,0.00
"GET","/api/cart/add/anonymous-34686/STAN-1/1",1,0,61,61,61,61,178,0.00
"GET","/api/cart/add/anonymous-34687/EVE-1/1",1,0,110,111,111,111,173,0.00
"GET","/api/cart/add/anonymous-34687/K9/1",1,0,60,60,60,60,92,0.00
"GET","/api/cart/add/anonymous-34688/RD-10/1",2,0,22,33,22,45,116,0.01
"GET","/api/cart/add/anonymous-34689/K9/1",1,0,35,35,35,35,92,0.00
"GET","/api/cart/add/anonymous-34689/ROB-1/1",1,0,24,24,24,24,163,0.00
"GET","/api/cart/add/anonymous-34690/EVE-1/1",1,0,24,24,24,24,113,0.00
"GET","/api/cart/add/anonymous-34690/R2D2/1",1,0,21,21,21,21,180,0.00
"GET","/api/cart/add/anonymous-34691/C3P0/1",1,0,45,45,45,45,180,0.00
"GET","/api/cart/add/anonymous-34691/RD-10/1",1,0,110,105,105,105,115,0.00
"GET","/api/cart/add/anonymous-34692/C3P0/1",1,0,65,65,65,65,173,0.00
"GET","/api/cart/add/anonymous-34692/K9/1",1,0,44,44,44,44,92,0.00
"GET","/api/cart/add/anonymous-34693/EVE-1/1",1,0,57,57,57,57,180,0.00
"GET","/api/cart/add/anonymous-34693/R2D2/1",1,0,30,30,30,30,115,0.00
"GET","/api/cart/add/anonymous-34694/EVE-1/1",1,0,21,21,21,21,183,0.00
"GET","/api/cart/add/anonymous-34694/ROB-1/1",1,0,64,64,64,64,103,0.00
"GET","/api/cart/add/anonymous-34695/HHGTTG/1",1,0,120,123,123,123,96,0.00
"GET","/api/cart/add/anonymous-34695/K9/1",1,0,99,99,99,99,158,0.00
"GET","/api/cart/add/anonymous-34696/EVE-1/1",1,0,30,30,30,30,178,0.00
"GET","/api/cart/add/anonymous-34696/STAN-1/1",1,0,150,152,152,152,110,0.00
"GET","/api/cart/add/anonymous-34697/C3P0/1",1,0,61,61,61,61,180,0.00
"GET","/api/cart/add/anonymous-34697/RD-10/1",1,0,81,81,81,81,115,0.00
"GET","/api/cart/add/anonymous-34698/HHGTTG/1",1,0,23,23,23,23,169,0.00
"GET","/api/cart/add/anonymous-34698/ROB-1/1",1,0,160,157,157,157,103,0.00
"GET","/api/cart/add/anonymous-34699/EVE-1/1",1,0,120,118,118,118,113,0.00
"GET","/api/cart/add/anonymous-34699/R2D2/1",1,0,21,21,21,21,180,0.00
"GET","/api/cart/add/anonymous-34700/ROB-1/1",2,0,86,93,86,99,103,0.01
"GET","/api/cart/add/anonymous-34701/K9/1",1,0,76,76,76,76,92,0.00
"GET","/api/cart/add/anonymous-34701/STAN-1/1",1,0,31,31,31,31,172,0.00
"GET","/api/cart/add/anonymous-34702/ROB-1/1",2,0,40,111,40,181,103,0.01
"GET","/api/cart/add/anonymous-34703/HHGTTG/1",1,0,100,103,103,103,96,0.00
"GET","/api/cart/add/anonymous-34703/STAN-1/1",1,0,23,23,23,23,177,0.00
"GET","/api/cart/add/anonymous-34704/EVE-1/1",1,0,82,82,82,82,113,0.00
"GET","/api/cart/add/anonymous-34704/HAL-1/1",1,0,36,36,36,36,180,0.00
"GET","/api/cart/add/anonymous-34705/EVE-1/1",1,0,110,108,108,108,113,0.00
"GET","/api/cart/add/anonymous-34705/STAN-1/1",1,0,150,146,146,146,178,0.00
"GET","/api/cart/add/anonymous-34706/RD-10/1",1,0,67,67,67,67,184,0.00
"GET","/api/cart/add/anonymous-34706/ROB-1/1",1,0,48,48,48,48,103,0.00
"GET","/api/cart/add/anonymous-34707/HHGTTG/1",1,0,46,46,46,46,96,0.00
"GET","/api/cart/add/anonymous-34707/K9/1",1,0,130,132,132,132,158,0.00
"GET","/api/cart/add/anonymous-34708/C3P0/1",1,0,24,24,24,24,112,0.00
"GET","/api/cart/add/anonymous-34708/R2D2/1",1,0,86,86,86,86,164,0.00
"GET","/api/cart/add/anonymous-34709/R2D2/1",2,0,76,86,76,95,114,0.01
"GET","/api/cart/add/anonymous-34710/HAL-1/1",1,0,35,35,35,35,102,0.00
"GET","/api/cart/add/anonymous-34710/RD-10/1",1,0,110,106,106,106,181,0.00
"GET","/api/cart/add/anonymous-34711/EVE-1/1",1,0,89,89,89,89,180,0.00
"GET","/api/cart/add/anonymous-34711/HAL-1/1",1,0,21,21,21,21,102,0.00
"GET","/api/cart/add/anonymous-34712/ROB-1/1",2,0,23,42,23,60,103,0.01
"GET","/api/cart/add/anonymous-34713/EVE-1/1",1,0,51,51,51,51,173,0.00
"GET","/api/cart/add/anonymous-34713/K9/1",1,0,68,68,68,68,92,0.00
"GET","/api/cart/add/anonymous-34714/HHGTTG/1",1,0,21,21,21,21,177,0.00
"GET","/api/cart/add/anonymous-34714/STAN-1/1",1,0,65,65,65,65,110,0.00
"GET","/api/cart/add/anonymous-34715/ROB-1/1",1,0,22,22,22,22,103,0.00
"GET","/api/cart/add/anonymous-34715/STAN-1/1",1,0,62,62,62,62,182,0.00
"GET","/api/cart/add/anonymous-34716/RD-10/1",1,0,66,66,66,66,115,0.00
"GET","/api/cart/add/anonymous-34716/ROB-1/1",1,0,69,69,69,69,184,0.00
"GET","/api/cart/add/anonymous-34717/C3P0/1",1,0,65,65,65,65,112,0.00
"GET","/api/cart/add/anonymous-34717/RD-10/1",1,0,43,43,43,43,180,0.00
"GET","/api/cart/add/anonymous-34718/K9/1",1,0,85,85,85,85,172,0.00
"GET","/api/cart/add/anonymous-34718/STAN-1/1",1,0,24,24,24,24,110,0.00
"GET","/api/cart/add/anonymous-34719/RD-10/1",1,0,77,77,77,77,184,0.00
"GET","/api/cart/add/anonymous-34719/ROB-1/1",1,0,110,109,109,109,103,0.00
"GET","/api/cart/add/anonymous-34720/K9/1",1,0,87,87,87,87,176,0.00
"GET","/api/cart/add/anonymous-34720/RD-10/1",1,0,110,110,110,110,115,0.00
"GET","/api/cart/add/anonymous-34721/C3P0/1",1,0,180,178,178,178,178,0.00
"GET","/api/cart/add/anonymous-34721/HHGTTG/1",1,0,23,23,23,23,96,0.00
"GET","/api/cart/add/anonymous-34722/R2D2/1",1,0,92,92,92,92,115,0.00
"GET","/api/cart/add/anonymous-34722/ROB-1/1",1,0,64,64,64,64,184,0.00
"GET","/api/cart/add/anonymous-34723/HAL-1/1",1,0,21,21,21,21,179,0.00
"GET","/api/cart/add/anonymous-34723/R2D2/1",1,0,88,88,88,88,115,0.00
"GET","/api/cart/add/anonymous-34724/RD-10/1",2,0,37,77,37,116,116,0.01
"GET","/api/cart/add/anonymous-34725/EVE-1/1",1,0,350,350,350,350,167,0.00
"GET","/api/cart/add/anonymous-34725/RD-10/1",1,0,23,23,23,23,115,0.00
"GET","/api/cart/add/anonymous-34726/C3P0/1",1,0,20,20,20,20,112,0.00
"GET","/api/cart/add/anonymous-34726/HAL-1/1",1,0,89,89,89,89,178,0.00
"GET","/api/cart/add/anonymous-34727/HHGTTG/1",1,0,350,350,350,350,177,0.00
"GET","/api/cart/add/anonymous-34727/STAN-1/1",1,0,23,23,23,23,110,0.00
"GET","/api/cart/add/anonymous-34728/EVE-1/1",1,0,22,22,22,22,113,0.00
"GET","/api/cart/add/anonymous-34728/R2D2/1",1,0,25,25,25,25,180,0.00
"GET","/api/cart/add/anonymous-34729/HHGTTG/1",1,0,41,41,41,41,96,0.00
"GET","/api/cart/add/anonymous-34729/R2D2/1",1,0,110,107,107,107,181,0.00
"GET","/api/cart/add/anonymous-34730/EVE-1/1",1,0,23,23,23,23,180,0.00
"GET","/api/cart/add/anonymous-34730/R2D2/1",1,0,110,112,112,112,115,0.00
"GET","/api/cart/add/anonymous-34731/R2D2/1",1,0,22,22,22,22,115,0.00
"GET","/api/cart/add/anonymous-34731/RD-10/1",1,0,140,140,140,140,167,0.00
"GET","/api/cart/add/anonymous-34732/C3P0/1",1,0,52,52,52,52,112,0.00
"GET","/api/cart/add/anonymous-34732/HHGTTG/1",1,0,120,120,120,120,178,0.00
"GET","/api/cart/add/anonymous-34733/HHGTTG/1",1,0,140,139,139,139,169,0.00
"GET","/api/cart/add/anonymous-34733/ROB-1/1",1,0,41,41,41,41,103,0.00
"GET","/api/cart/add/anonymous-34734/EVE-1/1",1,0,21,21,21,21,113,0.00
"GET","/api/cart/add/anonymous-34734/RD-10/1",1,0,47,47,47,47,167,0.00
"GET","/api/cart/add/anonymous-34735/HHGTTG/1",2,0,20,62,20,103,96,0.01
"GET","/api/cart/add/anonymous-34736/HAL-1/1",1,0,200,198,198,198,102,0.00
"GET","/api/cart/add/anonymous-34736/R2D2/1",1,0,21,21,21,21,179,0.00
"GET","/api/cart/add/anonymous-34737/HAL-1/1",1,0,24,24,24,24,102,0.00
"GET","/api/cart/add/anonymous-34737/ROB-1/1",1,0,28,28,28,28,171,0.00
"GET","/api/cart/add/anonymous-34738/R2D2/1",1,0,74,74,74,74,115,0.00
"GET","/api/cart/add/anonymous-34738/ROB-1/1",1,0,37,37,37,37,184,0.00
"GET","/api/cart/add/anonymous-34739/R2D2/1",1,0,22,22,22,22,115,0.00
"GET","/api/cart/add/anonymous-34739/STAN-1/1",1,0,110,109,109,109,179,0.00
"GET","/api/cart/add/anonymous-34740/STAN-1/1",2,0,20,67,20,114,111,0.01
"GET","/api/cart/add/anonymous-34741/C3P0/1",1,0,55,55,55,55,181,0.00
"GET","/api/cart/add/anonymous-34741/ROB-1/1",1,0,24,24,24,24,103,0.00
"GET","/api/cart/add/anonymous-34742/EVE-1/1",1,0,23,23,23,23,167,0.00
"GET","/api/cart/add/anonymous-34742/RD-10/1",1,0,66,66,66,66,115,0.00
"GET","/api/cart/add/anonymous-34743/R2D2/1",1,0,71,71,71,71,167,0.00
"GET","/api/cart/add/anonymous-34743/RD-10/1",1,0,110,110,110,110,115,0.00
"GET","/api/cart/add/anonymous-34744/C3P0/1",2,0,44,47,44,49,113,0.01
"GET","/api/cart/add/anonymous-34745/C3P0/1",1,0,260,263,263,263,178,0.00
"GET","/api/cart/add/anonymous-34745/HHGTTG/1",1,0,40,40,40,40,96,0.00
"GET","/api/cart/add/anonymous-34746/EVE-1/1",2,0,23,23,23,23,114,0.01
"GET","/api/cart/add/anonymous-34747/K9/1",1,0,81,81,81,81,163,0.00
"GET","/api/cart/add/anonymous-34747/ROB-1/1",1,0,22,22,22,22,103,0.00
"GET","/api/cart/add/anonymous-34748/R2D2/1",1,0,200,196,196,196,184,0.00
"GET","/api/cart/add/anonymous-34748/ROB-1/1",1,0,80,80,80,80,103,0.00
"GET","/api/cart/add/anonymous-34749/HHGTTG/1",1,0,49,49,49,49,181,0.00
"GET","/api/cart/add/anonymous-34749/RD-10/1",1,0,22,22,22,22,115,0.00
"GET","/api/cart/add/anonymous-34750/C3P0/1",1,0,45,45,45,45,112,0.00
"GET","/api/cart/add/anonymous-34750/STAN-1/1",1,0,69,69,69,69,161,0.00
"GET","/api/cart/add/anonymous-34751/HHGTTG/1",1,0,31,31,31,31,96,0.00
"GET","/api/cart/add/anonymous-34751/K9/1",1,0,23,23,23,23,158,0.00
"GET","/api/cart/add/anonymous-34752/C3P0/1",1,0,87,87,87,87,112,0.00
"GET","/api/cart/add/anonymous-34752/STAN-1/1",1,0,84,84,84,84,161,0.00
"GET","/api/cart/add/anonymous-34753/R2D2/1",1,0,170,169,169,169,167,0.00
"GET","/api/cart/add/anonymous-34753/RD-10/1",1,0,110,114,114,114,115,0.00
"GET","/api/cart/add/anonymous-34754/HHGTTG/1",1,0,56,56,56,56,169,0.00
"GET","/api/cart/add/anonymous-34754/ROB-1/1",1,0,110,113,113,113,103,0.00
"GET","/api/cart/add/anonymous-34755/RD-10/1",2,0,56,83,56,110,116,0.01
"GET","/api/cart/add/anonymous-34756/HHGTTG/1",1,0,23,23,23,23,96,0.00
"GET","/api/cart/add/anonymous-34756/R2D2/1",1,0,82,82,82,82,181,0.00
"GET","/api/cart/add/anonymous-34757/RD-10/1",1,0,83,83,83,83,115,0.00
"GET","/api/cart/add/anonymous-34757/STAN-1/1",1,0,44,44,44,44,164,0.00
"GET","/api/cart/add/anonymous-34758/HHGTTG/1",1,0,22,22,22,22,96,0.00
"GET","/api/cart/add/anonymous-34758/RD-10/1",1,0,98,98,98,98,181,0.00
"GET","/api/cart/add/anonymous-34759/K9/1",1,0,84,84,84,84,176,0.00
"GET","/api/cart/add/anonymous-34759/RD-10/1",1,0,93,93,93,93,115,0.00
"GET","/api/cart/add/anonymous-34760/R2D2/1",1,0,45,45,45,45,167,0.00
"GET","/api/cart/add/anonymous-34760/RD-10/1",1,0,33,33,33,33,115,0.00
"GET","/api/cart/add/anonymous-34761/EVE-1/1",1,0,27,27,27,27,179,0.00
"GET","/api/cart/add/anonymous-34761/HHGTTG/1",1,0,27,27,27,27,96,0.00
"GET","/api/cart/add/anonymous-34762/K9/1",2,0,65,76,65,88,92,0.01
"GET","/api/cart/add/anonymous-34763/EVE-1/1",1,0,100,104,104,104,167,0.00
"GET","/api/cart/add/anonymous-34763/RD-10/1",1,0,28,28,28,28,115,0.00
"GET","/api/cart/add/anonymous-34764/HAL-1/1",1,0,60,60,60,60,102,0.00
"GET","/api/cart/add/anonymous-34764/RD-10/1",1,0,87,87,87,87,181,0.00
"GET","/api/cart/add/anonymous-34765/RD-10/1",1,0,20,20,20,20,184,0.00
"GET","/api/cart/add/anonymous-34765/ROB-1/1",1,0,71,71,71,71,103,0.00
"GET","/api/cart/add/anonymous-34766/R2D2/1",1,0,22,22,22,22,115,0.00
"GET","/api/cart/add/anonymous-34766/ROB-1/1",1,0,130,128,128,128,184,0.00
"GET","/api/cart/add/anonymous-34767/EVE-1/1",1,0,84,84,84,84,113,0.00
"GET","/api/cart/add/anonymous-34767/STAN-1/1",1,0,23,23,23,23,178,0.00
"GET","/api/cart/add/anonymous-34768/EVE-1/1",1,0,130,131,131,131,113,0.00
"GET","/api/cart/add/anonymous-34768/ROB-1/1",1,0,23,23,23,23,183,0.00
"GET","/api/cart/add/anonymous-34769/ROB-1/1",1,0,23,23,23,23,103,0.00
"GET","/api/cart/add/anonymous-34769/STAN-1/1",1,0,92,92,92,92,182,0.00
"GET","/api/cart/add/anonymous-34770/HHGTTG/1",1,0,52,52,52,52,169,0.00
"GET","/api/cart/add/anonymous-34770/ROB-1/1",1,0,45,45,45,45,103,0.00
"GET","/api/cart/add/anonymous-34771/HHGTTG/1",1,0,120,124,124,124,158,0.00
"GET","/api/cart/add/anonymous-34771/K9/1",1,0,64,64,64,64,92,0.00
"GET","/api/cart/add/anonymous-34772/HHGTTG/1",1,0,48,48,48,48,96,0.00
"GET","/api/cart/add/anonymous-34772/STAN-1/1",1,0,270,274,274,274,177,0.00
"GET","/api/cart/add/anonymous-34773/K9/1",2,0,23,44,23,65,92,0.01
"GET","/api/cart/add/anonymous-34774/ROB-1/1",1,0,60,60,60,60,182,0.00
"GET","/api/cart/add/anonymous-34774/STAN-1/1",1,0,64,64,64,64,110,0.00
"GET","/api/cart/add/anonymous-34775/C3P0/1",1,0,22,22,22,22,164,0.00
"GET","/api/cart/add/anonymous-34775/R2D2/1",1,0,170,174,174,174,115,0.00
"GET","/api/cart/add/anonymous-34776/K9/1",1,0,53,53,53,53,92,0.00
"GET","/api/cart/add/anonymous-34776/RD-10/1",1,0,59,59,59,59,176,0.00
"GET","/api/cart/add/anonymous-34777/ROB-1/1",2,0,53,73,53,93,103,0.01
"GET","/api/cart/add/anonymous-34778/C3P0/1",1,0,150,151,151,151,112,0.00
"GET","/api/cart/add/anonymous-34778/STAN-1/1",1,0,50,50,50,50,161,0.00
"GET","/api/cart/add/anonymous-34779/C3P0/1",1,0,51,51,51,51,173,0.00
"GET","/api/cart/add/anonymous-34779/K9/1",1,0,160,156,156,156,92,0.00
"GET","/api/cart/add/anonymous-34780/HHGTTG/1",1,0,120,120,120,120,96,0.00
"GET","/api/cart/add/anonymous-34780/R2D2/1",1,0,53,53,53,53,181,0.00
"GET","/api/cart/add/anonymous-34781/C3P0/1",1,0,21,21,21,21,178,0.00
"GET","/api/cart/add/anonymous-34781/HAL-1/1",1,0,79,79,79,79,102,0.00
"GET","/api/cart/add/anonymous-34782/C3P0/1",1,0,92,92,92,92,112,0.00
"GET","/api/cart/add/anonymous-34782/HHGTTG/1",1,0,22,22,22,22,178,0.00
"GET","/api/cart/add/anonymous-34783/C3P0/1",1,0,22,22,22,22,178,0.00
"GET","/api/cart/add/anonymous-34783/HAL-1/1",1,0,150,154,154,154,102,0.00
"GET","/api/cart/add/anonymous-34784/K9/1",1,0,25,25,25,25,163,0.00
"GET","/api/cart/add/anonymous-34784/ROB-1/1",1,0,28,28,28,28,103,0.00
"GET","/api/cart/add/anonymous-34785/ROB-1/1",1,0,190,186,186,186,103,0.00
"GET","/api/cart/add/anonymous-34785/STAN-1/1",1,0,100,102,102,102,182,0.00
"GET","/api/cart/add/anonymous-34786/C3P0/1",1,0,21,21,21,21,173,0.00
"GET","/api/cart/add/anonymous-34786/K9/1",1,0,39,39,39,39,92,0.00
"GET","/api/cart/add/anonymous-34787/ROB-1/1",1,0,23,23,23,23,103,0.00
"GET","/api/cart/add/anonymous-34787/STAN-1/1",1,0,54,54,54,54,182,0.00
"GET","/api/cart/add/anonymous-34788/HAL-1/1",1,0,120,124,124,124,102,0.00
"GET","/api/cart/add/anonymous-34788/HHGTTG/1",1,0,50,50,50,50,168,0.00
"GET","/api/cart/add/anonymous-34789/C3P0/1",1,0,59,59,59,59,112,0.00
"GET","/api/cart/add/anonymous-34789/HAL-1/1",1,0,69,69,69,69,178,0.00
"GET","/api/cart/add/anonymous-34790/HHGTTG/1",1,0,53,53,53,53,158,0.00
"GET","/api/cart/add/anonymous-34790/K9/1",1,0,71,71,71,71,92,0.00
"GET","/api/cart/add/anonymous-34791/K9/1",1,0,120,119,119,119,92,0.00
"GET","/api/cart/add/anonymous-34792/K9/1",1,0,190,191,191,191,175,0.00
"GET","/api/cart/add/anonymous-34792/R2D2/1",1,0,36,36,36,36,115,0.00
"GET","/api/cart/add/anonymous-34793/C3P0/1",1,0,22,22,22,22,181,0.00
"GET","/api/cart/add/anonymous-34793/ROB-1/1",1,0,94,94,94,94,103,0.00
"GET","/api/cart/add/anonymous-34794/HAL-1/1",1,0,99,99,99,99,179,0.00
"GET","/api/cart/add/anonymous-34794/R2D2/1",1,0,66,66,66,66,115,0.00
"GET","/api/cart/add/anonymous-34795/C3P0/1",1,0,50,50,50,50,181,0.00
"GET","/api/cart/add/anonymous-34795/ROB-1/1",1,0,62,62,62,62,103,0.00
