"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /api/cart/add/anonymous-34445/HHGTTG/1",1,55,55,55,55,55,55,55,55,55
"GET /api/cart/add/anonymous-34445/STAN-1/1",1,470,470,470,470,470,470,470,470,470
"GET /api/cart/add/anonymous-34446/HHGTTG/1",1,460,460,460,460,460,460,460,460,460
"GET /api/cart/add/anonymous-34446/ROB-1/1",1,21,21,21,21,21,21,21,21,21
"GET /api/cart/add/anonymous-34447/EVE-1/1",1,53,53,53,53,53,53,53,53,53
"GET /api/cart/add/anonymous-34447/HHGTTG/1",1,360,360,360,360,360,360,360,360,360
"GET /api/cart/add/anonymous-34448/RD-10/1",2,560,560,560,560,560,560,560,560,560
"GET /api/cart/add/anonymous-34449/HHGTTG/1",1,22,22,22,22,22,22,22,22,22
"GET /api/cart/add/anonymous-34449/STAN-1/1",1,570,570,570,570,570,570,570,570,570
"GET /api/cart/add/anonymous-34450/HAL-1/1",1,770,770,770,770,770,770,770,770,770
"GET /api/cart/add/anonymous-34450/HHGTTG/1",1,50,50,50,50,50,50,50,50,50
"GET /api/cart/add/anonymous-34451/HAL-1/1",1,560,560,560,560,560,560,560,560,560
"GET /api/cart/add/anonymous-34451/STAN-1/1",1,51,51,51,51,51,51,51,51,51
"GET /api/cart/add/anonymous-34452/HAL-1/1",1,450,450,450,450,450,450,450,450,450
"GET /api/cart/add/anonymous-34452/HHGTTG/1",1,84,84,84,84,84,84,84,84,84
"GET /api/cart/add/anonymous-34453/HAL-1/1",1,560,560,560,560,560,560,560,560,560
"GET /api/cart/add/anonymous-34453/ROB-1/1",1,31,31,31,31,31,31,31,31,31
"GET /api/cart/add/anonymous-34454/RD-10/1",1,22,22,22,22,22,22,22,22,22
"GET /api/cart/add/anonymous-34454/ROB-1/1",1,27,27,27,27,27,27,27,27,27
"GET /api/cart/add/anonymous-34455/ROB-1/1",1,88,88,88,88,88,88,88,88,88
"GET /api/cart/add/anonymous-34455/STAN-1/1",1,430,430,430,430,430,430,430,430,430
"GET /api/cart/add/anonymous-34456/R2D2/1",2,640,640,640,640,640,640,640,640,640
"GET /api/cart/add/anonymous-34457/STAN-1/1",2,85,85,85,85,85,85,85,85,85
"GET /api/cart/add/anonymous-34458/K9/1",1,88,88,88,88,88,88,88,88,88
"GET /api/cart/add/anonymous-34458/R2D2/1",1,440,440,440,440,440,440,440,440,440
"GET /api/cart/add/anonymous-34459/ROB-1/1",1,30,30,30,30,30,30,30,30,30
"GET /api/cart/add/anonymous-34459/STAN-1/1",1,640,640,640,640,640,640,640,640,640
"GET /api/cart/add/anonymous-34460/K9/1",1,380,380,380,380,380,380,380,380,380
"GET /api/cart/add/anonymous-34460/ROB-1/1",1,26,26,26,26,26,26,26,26,26
"GET /api/cart/add/anonymous-34461/EVE-1/1",1,24,24,24,24,24,24,24,24,24
"GET /api/cart/add/anonymous-34461/HHGTTG/1",1,580,580,580,580,580,580,580,580,580
"GET /api/cart/add/anonymous-34462/ROB-1/1",2,550,550,550,550,550,550,550,550,550
"GET /api/cart/add/anonymous-34463/C3P0/1",1,560,560,560,560,560,560,560,560,560
"GET /api/cart/add/anonymous-34463/RD-10/1",1,41,41,41,41,41,41,41,41,41
"GET /api/cart/add/anonymous-34464/HAL-1/1",1,550,550,550,550,550,550,550,550,550
